TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
232175,MNOG07962612005941,02-06-2022 07:15,RTGS,690735,11-06-2022 07:15,911099,77142,642550
279839,IYPP47967816354496,11-06-2022 08:27,RTGS,557918,02-09-2022 08:27,232404,333604,470852
713626,ZPMH42635349749067,22-04-2022 00:19,RTGS,116227,21-05-2022 00:19,638048,645266,67832
483631,MNYQ25858679559532,20-05-2022 23:26,Cheque,433226,25-06-2022 23:26,922493,534989,593176
709768,GBGP25021813548879,10-04-2022 02:23,NEFT,153158,24-06-2022 02:23,993360,390320,221113
516455,NGTV96013093492223,12-04-2022 21:31,Cheque,825927,23-06-2022 21:31,695680,955559,110902
668370,COVX35038079365780,19-06-2022 03:29,RTGS,68644,25-09-2022 03:29,248118,456543,848181
493196,HBGH38304745312723,01-05-2022 07:37,Cheque,544831,06-06-2022 07:37,571738,109740,293840
958593,HTWU83950143927199,23-05-2022 11:00,Other,392804,01-08-2022 11:00,620426,328069,3381
578210,KJWY04787313682038,01-06-2022 14:30,Cheque,37032,01-08-2022 14:30,635321,340477,86651
567403,KVAI97006864504984,19-04-2022 15:30,Other,721831,26-07-2022 15:30,410958,95987,657962
51705,FKUV42706654856576,14-06-2022 01:10,Other,160135,04-08-2022 01:10,222951,901606,796345
971848,FXJH28979175558979,01-05-2022 03:32,Cheque,727188,14-07-2022 03:32,878671,174217,462180
932230,QXRH69601569755864,14-06-2022 01:55,Other,51413,02-08-2022 01:55,88122,54448,528814
227956,DFXC24263847943008,06-05-2022 14:49,Other,305218,08-05-2022 14:49,294151,995613,304008
150969,TOHS08883511460050,08-04-2022 13:38,RTGS,526267,22-04-2022 13:38,232310,922033,624271
81168,AVBX98168742820227,31-05-2022 00:11,Other,28820,12-07-2022 00:11,897190,582329,430846
583487,APWT32291053080670,05-04-2022 09:58,Other,283115,04-05-2022 09:58,553284,327292,70371
696314,CZXB01357756166041,02-05-2022 08:57,IMPS,534622,29-05-2022 08:57,598139,20486,402575
947754,AZBK93792526298038,28-05-2022 06:07,RTGS,24322,27-06-2022 06:07,810413,697920,57395
558676,SQHU42542311112972,09-05-2022 00:15,Cheque,124273,27-05-2022 00:15,898002,770910,656951
938872,ERSG54184514896858,17-06-2022 17:30,Other,284969,25-08-2022 17:30,602407,362584,317438
405801,DQJW46555902359024,15-04-2022 05:57,Other,24217,14-07-2022 05:57,242809,273151,756337
39987,HBCU98046493980408,02-05-2022 22:10,Other,957799,20-07-2022 22:10,488341,90381,749318
541185,ZBUV53964957115020,29-05-2022 04:29,IMPS,369605,04-07-2022 04:29,420040,233208,72754
316463,LMYS22146327089767,17-05-2022 15:03,IMPS,819249,16-08-2022 15:03,693128,132696,57464
53673,YYBY14071401232382,10-04-2022 04:21,IMPS,708981,02-05-2022 04:21,724764,330592,143815
177789,BJQC36711590771112,07-06-2022 02:35,Other,678257,05-07-2022 02:35,586656,930913,972587
283126,QPJS65876428993986,02-05-2022 22:01,Cheque,366714,19-05-2022 22:01,555051,302340,610539
232978,DGAX27290590832994,21-05-2022 21:01,NEFT,556064,05-06-2022 21:01,755571,755071,530405
826147,LRVR32394689023001,07-05-2022 04:30,NEFT,698478,09-08-2022 04:30,975602,544372,958754
314563,NGTV96013093492223,21-05-2022 09:27,IMPS,945870,29-07-2022 09:27,814335,435292,735295
829881,HJWA21737619358784,25-05-2022 19:54,IMPS,732464,21-08-2022 19:54,434040,609725,518455
893602,AMBB80752286832180,12-06-2022 19:58,Cheque,380227,23-06-2022 19:58,418349,519625,182953
999847,FPXD16831604118668,29-04-2022 21:19,RTGS,348660,11-07-2022 21:19,442672,447032,549303
364838,ZFIP31927043130170,20-06-2022 02:10,Other,286365,26-08-2022 02:10,253141,987654,677389
940232,ERMK58349099507034,14-06-2022 12:48,IMPS,306703,15-09-2022 12:48,879681,303264,779157
422753,KPKL08926655770575,09-04-2022 08:37,Cheque,19579,08-06-2022 08:37,265098,253162,646318
580842,NNTS60528478892673,26-04-2022 04:08,RTGS,108420,19-06-2022 04:08,676764,431282,991152
869064,TXBH04925816218915,25-05-2022 13:48,Other,885227,06-06-2022 13:48,836616,53946,644015
170033,XHWU88624844488584,14-05-2022 09:02,RTGS,218139,16-06-2022 09:02,19639,511394,505912
548231,FPHW69340616589522,21-05-2022 03:46,IMPS,325348,14-07-2022 03:46,364717,572316,645138
279781,RFBQ34385816979625,24-05-2022 11:15,Other,903064,03-08-2022 11:15,746342,625240,734558
328239,TSSC79035174952798,07-05-2022 19:18,Other,49551,21-07-2022 19:18,679596,373812,106315
744636,VRZM54044113142641,21-05-2022 07:52,RTGS,140650,01-06-2022 07:52,744154,387894,638541
560793,OSIT95213942732269,16-05-2022 19:47,NEFT,967885,16-07-2022 19:47,765300,878651,391329
148059,NBJG99073780955405,22-05-2022 18:21,NEFT,275856,30-07-2022 18:21,887648,59109,625241
841915,MGVZ55017407489875,25-04-2022 21:32,NEFT,628133,15-07-2022 21:32,307782,259263,629517
714714,BBEN30934809068326,29-04-2022 12:15,Other,809945,08-06-2022 12:15,411300,371754,123714
232381,GQAT17434028232504,11-06-2022 09:35,IMPS,716737,13-06-2022 09:35,111723,724839,566323
412492,FXVL15821066508001,09-05-2022 20:58,IMPS,119900,26-07-2022 20:58,467002,416986,891604
677708,NOAH24964053008204,20-04-2022 01:44,NEFT,932915,23-05-2022 01:44,468202,605176,256633
838691,KSQR14149928637170,23-04-2022 15:55,NEFT,841052,23-07-2022 15:55,580999,99124,194970
462555,XWDY10324226544110,03-04-2022 15:11,IMPS,338430,24-05-2022 15:11,90272,31768,828374
773852,YORO03919036431529,06-06-2022 11:59,Other,946108,24-07-2022 11:59,498058,922127,957103
2251,CCWA86009792488087,06-05-2022 05:43,Other,661745,26-06-2022 05:43,724423,492357,156266
144377,NHSI12816433910244,11-05-2022 13:22,RTGS,709199,09-06-2022 13:22,199414,49466,917263
532194,HFFV17526969639078,13-04-2022 00:24,RTGS,934547,03-05-2022 00:24,772325,545748,278370
530278,QTVG50224364339900,08-04-2022 07:25,Other,385356,29-06-2022 07:25,876525,584881,951380
393219,UGBN56084032305440,26-05-2022 12:38,IMPS,627338,25-06-2022 12:38,832099,646410,80377
137319,NGKP86566130358792,02-04-2022 21:47,NEFT,834781,06-04-2022 21:47,771502,585961,937091
375991,HKGM33719988983771,11-04-2022 03:13,Other,81772,17-04-2022 03:13,664006,544341,389983
981301,EHST58164970686511,14-06-2022 17:05,Other,974338,17-06-2022 17:05,958482,968829,179683
53673,KPGW97639811008713,18-05-2022 05:23,Other,164300,21-06-2022 05:23,742703,302398,479673
622487,GXSH32295775732099,23-04-2022 01:09,IMPS,954692,14-06-2022 01:09,175828,406286,373843
900053,JHYG29633805353824,10-04-2022 20:24,NEFT,735114,15-07-2022 20:24,917889,631367,536971
369911,JEZH10275257780192,01-06-2022 06:49,IMPS,251089,16-06-2022 06:49,523148,993127,531023
691285,KIXB72373454914841,03-04-2022 08:34,Other,765285,08-07-2022 08:34,394168,814178,939537
886576,VRPE86037058226646,04-06-2022 16:16,IMPS,277105,09-07-2022 16:16,775848,329589,318043
211553,WSPS29732676222885,02-05-2022 08:40,NEFT,414156,24-06-2022 08:40,244970,936947,886831
542151,YWJQ56150240148116,17-04-2022 23:43,Other,564408,24-06-2022 23:43,560314,70553,38273
697777,EKRD35844879941236,30-04-2022 12:38,Other,704619,01-08-2022 12:38,671851,246644,821241
878595,LEWQ84952384199085,07-04-2022 13:36,Other,279549,10-04-2022 13:36,91168,113492,183207
179037,UKNL91972483310935,29-04-2022 21:01,Cheque,591831,01-06-2022 21:01,506853,829607,356637
166880,YBAE05171667855846,12-05-2022 09:23,Cheque,770079,09-08-2022 09:23,272601,973339,171879
822624,DJBL40301823522207,10-04-2022 12:06,RTGS,881249,01-06-2022 12:06,805321,644665,442592
733669,LARE49696371920774,07-04-2022 09:50,RTGS,975642,09-05-2022 09:50,337562,815009,839815
191837,WCTG57935113085193,27-05-2022 15:33,IMPS,927884,16-06-2022 15:33,825937,364623,870034
367309,PJLF20611176490911,12-05-2022 08:27,Cheque,814343,11-06-2022 08:27,798097,641079,588401
599609,YQIZ36512129178620,22-05-2022 04:38,RTGS,30456,25-05-2022 04:38,441163,188339,485964
423251,MENR01139668634834,29-04-2022 01:57,IMPS,44069,16-05-2022 01:57,331147,116267,758694
730407,HWLF91727250738466,21-06-2022 02:53,IMPS,56351,23-09-2022 02:53,787938,856061,532345
978071,BVMW81426175120494,05-05-2022 02:29,RTGS,995800,12-05-2022 02:29,721863,532169,404282
313968,RLWV39780643260240,08-04-2022 08:36,RTGS,578374,16-04-2022 08:36,757464,115782,634834
461282,QRVN87630177296340,15-06-2022 12:55,IMPS,497519,04-09-2022 12:55,412395,945744,759603
601034,GKOF36398324150220,21-05-2022 22:27,RTGS,363876,20-08-2022 22:27,257951,941893,629761
495459,AXLO08347950001291,12-06-2022 06:58,Cheque,827371,24-08-2022 06:58,294149,318448,819339
909865,WCTG57935113085193,01-05-2022 12:04,Cheque,4048,23-06-2022 12:04,782652,353801,102854
416945,ZCMZ01754420574334,20-06-2022 10:43,IMPS,339318,22-08-2022 10:43,406976,708185,175278
857234,VOKY00938562373243,06-05-2022 08:28,NEFT,67095,05-06-2022 08:28,521512,859229,542364
442286,USIL66831034670348,11-04-2022 21:52,NEFT,617836,02-06-2022 21:52,472376,982345,897967
479769,NNAS80131018107051,18-06-2022 09:23,RTGS,628606,31-07-2022 09:23,863479,266055,342269
993954,MJDU17914013330357,06-06-2022 14:40,RTGS,958752,21-06-2022 14:40,451814,590805,447079
637217,JCMJ83713200668119,08-05-2022 01:35,Cheque,453905,28-05-2022 01:35,556211,847097,620309
147704,KBRZ07138781892546,26-05-2022 14:28,Cheque,965189,05-08-2022 14:28,59121,425984,55748
34405,BETH67260077141597,07-06-2022 08:53,Other,743993,18-08-2022 08:53,424416,287166,923328
853336,ODSM63863471360890,21-04-2022 09:51,RTGS,894362,06-06-2022 09:51,803739,114081,493324
670013,ZDBP18388664297645,03-06-2022 00:39,Cheque,411471,04-09-2022 00:39,208819,30968,331898
254588,BQCC18486393440488,19-04-2022 13:17,Cheque,331698,24-07-2022 13:17,582090,274736,851539
233896,VLSA68239459142202,13-04-2022 12:13,NEFT,620193,30-04-2022 12:13,242477,381907,303368
828407,IGSE89463124686319,12-05-2022 08:27,IMPS,45184,12-08-2022 08:27,533722,811736,685230
478569,JXBD58347399003339,14-04-2022 23:04,RTGS,868160,13-06-2022 23:04,661539,676415,695403
560370,IHEE69495121241325,03-06-2022 12:35,IMPS,293792,11-08-2022 12:35,272318,158894,301387
534650,OQXG92873382160357,02-04-2022 16:28,RTGS,881565,08-05-2022 16:28,93697,775202,456196
375937,KJFM02686366392294,20-06-2022 12:16,IMPS,772436,24-06-2022 12:16,886940,884396,621062
38635,ORVE97832730732266,01-05-2022 06:13,RTGS,591947,04-06-2022 06:13,989503,161427,324305
297554,DLSN00470986490390,19-04-2022 06:47,Cheque,58143,11-05-2022 06:47,471637,501949,40886
447367,XMVP42222827320999,18-05-2022 14:18,Cheque,776682,12-08-2022 14:18,330897,268426,160313
221530,QWBP48216069060213,28-05-2022 04:58,Other,668135,19-06-2022 04:58,472866,38983,118562
401118,JPSM20874702097746,25-05-2022 00:54,Cheque,225812,17-08-2022 00:54,397975,898142,929994
960646,TKFU21877399025138,19-04-2022 07:34,RTGS,791508,13-06-2022 07:34,728347,44899,639526
440463,VNJC16654147843012,30-04-2022 05:13,IMPS,38010,20-05-2022 05:13,358236,961835,62773
866526,QDAC24560131754009,04-06-2022 12:32,RTGS,519527,18-07-2022 12:32,10883,776105,946120
911915,WQZS64718152658600,18-05-2022 02:22,Cheque,753215,11-06-2022 02:22,133738,237597,333452
738898,ZOVY91411849205439,18-05-2022 01:50,RTGS,198871,23-07-2022 01:50,835371,991802,585371
415556,MXLL47791923259893,19-04-2022 07:47,IMPS,933862,22-05-2022 07:47,775973,788488,736413
99297,QRJV70886913857200,17-04-2022 00:52,Cheque,982541,05-06-2022 00:52,122021,313479,286432
96683,KSJN13097594772135,05-06-2022 17:00,IMPS,949770,08-07-2022 17:00,201817,329053,173069
877849,CRKZ95523719744671,23-04-2022 17:41,IMPS,313962,10-07-2022 17:41,855011,564956,666110
633870,OQGV63301618096413,20-05-2022 19:55,RTGS,782515,01-06-2022 19:55,381151,417890,722587
763327,UQCS93705154994909,08-04-2022 22:44,Other,570143,14-07-2022 22:44,704756,980017,467443
255106,XWTR30092602301645,30-04-2022 19:55,Other,346237,19-07-2022 19:55,59910,708895,345410
771547,RZAF72050073214255,28-04-2022 17:22,RTGS,367131,13-06-2022 17:22,662928,781988,933143
617649,GWZG01652389631898,07-05-2022 17:51,IMPS,211999,06-07-2022 17:51,458066,696038,821460
129162,IJEW04839719292855,08-06-2022 16:16,IMPS,337340,02-08-2022 16:16,289635,822604,719737
847787,YAWO62542577812213,14-05-2022 19:36,RTGS,578417,16-05-2022 19:36,489619,246632,860395
795559,FFZZ45001470109947,19-04-2022 23:10,Other,410872,19-06-2022 23:10,736626,547661,860858
683049,EPJV58193012286138,12-04-2022 07:07,NEFT,353288,07-06-2022 07:07,984467,960829,578154
377225,CPXM83986171561350,27-05-2022 06:50,Cheque,487145,29-05-2022 06:50,733305,455953,644109
990576,TKFU21877399025138,29-04-2022 06:23,NEFT,535302,12-07-2022 06:23,74712,45112,642629
442793,OQXG92873382160357,21-05-2022 12:33,Cheque,818671,17-07-2022 12:33,581259,514870,757494
475986,JOJE10486983648928,20-06-2022 14:29,NEFT,909463,15-09-2022 14:29,295114,70406,399125
407224,RBXN01038252203492,16-06-2022 09:43,Cheque,59836,29-07-2022 09:43,502032,747327,180204
587546,XISJ70196224749944,18-05-2022 15:14,Other,884865,08-08-2022 15:14,833947,632745,1545
79634,HFFV17526969639078,19-05-2022 04:17,IMPS,613520,07-06-2022 04:17,126127,427935,750662
860720,XWTR30092602301645,18-05-2022 20:32,Cheque,187950,24-08-2022 20:32,661993,457839,589412
401868,DJBL40301823522207,17-04-2022 15:34,RTGS,259889,08-05-2022 15:34,693813,851461,252069
552045,FFEM41901505268428,05-05-2022 22:34,IMPS,71909,24-05-2022 22:34,876237,783886,792791
791050,RKHZ62803492692717,27-04-2022 07:13,RTGS,858349,19-05-2022 07:13,762529,639635,328034
188813,CQXE53264570445007,17-04-2022 19:17,Other,704514,09-07-2022 19:17,99936,485431,987787
367739,UHPY70342814596602,08-04-2022 15:28,Cheque,262123,14-07-2022 15:28,676907,330010,74268
359415,GAIS17684335733855,03-04-2022 11:22,Cheque,452448,28-04-2022 11:22,343500,96724,853198
757445,CWAR90050109831791,08-04-2022 22:07,NEFT,898595,27-06-2022 22:07,211004,743408,88423
444284,BKJO66947051777373,25-04-2022 18:32,NEFT,799801,29-06-2022 18:32,446591,59525,924166
657151,FPAX08619802151760,13-05-2022 15:12,NEFT,420664,05-06-2022 15:12,698371,25500,350708
648677,PTZY36735921107368,27-05-2022 20:41,Other,488234,30-08-2022 20:41,78518,776161,69066
415957,KDOI38879083758771,19-05-2022 21:01,Other,711006,28-07-2022 21:01,798339,665895,729138
687109,FEUV43173135013347,06-06-2022 00:21,IMPS,406502,15-07-2022 00:21,435123,749713,247243
751692,CEXW99138182994969,10-05-2022 22:57,NEFT,498665,26-06-2022 22:57,624794,828245,169703
717651,QGFW91692106726410,16-06-2022 04:18,Other,908673,29-06-2022 04:18,218904,382529,283995
448343,RJGQ36373998830130,22-04-2022 20:26,NEFT,496897,17-07-2022 20:26,326602,980884,438627
801939,ZGFH05009678843091,29-04-2022 12:56,Other,319747,31-07-2022 12:56,565673,264513,78764
651170,JIEM14334229350159,23-04-2022 12:32,RTGS,600884,27-05-2022 12:32,411566,776877,287710
974849,NNTI05446255396650,08-05-2022 12:32,Other,806631,23-07-2022 12:32,359606,385224,589927
767056,OFBW15317170776229,06-04-2022 18:27,Cheque,578534,19-06-2022 18:27,846972,515745,453926
910150,FZCP25322080535703,24-04-2022 04:20,RTGS,714523,20-07-2022 04:20,897206,740875,71124
823753,UISY81231545699974,05-05-2022 17:55,Other,841327,20-06-2022 17:55,414776,333595,924280
286102,NCSL91054246584149,01-05-2022 09:22,NEFT,742004,07-06-2022 09:22,155023,816794,530400
47260,AOKD95854610082269,16-04-2022 15:40,Cheque,761840,26-06-2022 15:40,716292,245853,621356
545596,PKXA47070071112171,13-04-2022 18:22,NEFT,361804,14-06-2022 18:22,158883,653900,667701
995530,KXLI36540087184448,12-04-2022 03:20,IMPS,192922,22-06-2022 03:20,784663,359464,344463
530005,ZLIH51685808730981,18-05-2022 12:28,RTGS,663960,08-07-2022 12:28,311587,353396,484049
252232,KPTB19495822129041,23-05-2022 04:35,IMPS,507037,27-06-2022 04:35,82256,762233,433456
632303,DKGM32061331887281,28-04-2022 19:29,IMPS,653898,23-05-2022 19:29,326607,972790,642796
460229,JIEM14334229350159,17-04-2022 21:08,NEFT,56790,27-05-2022 21:08,818139,225746,481983
982809,FXAN54745910741994,14-06-2022 17:10,RTGS,114003,23-08-2022 17:10,892079,528065,582526
931212,XAGM54113657458077,23-04-2022 15:32,IMPS,507905,24-06-2022 15:32,129060,60766,778602
136980,RZEO72325640607419,05-05-2022 05:12,NEFT,253029,21-06-2022 05:12,128970,816046,350006
600483,VRQR85558243077401,22-05-2022 21:19,Other,360981,15-07-2022 21:19,672512,142841,828988
948031,FPHW69340616589522,12-06-2022 14:09,Other,452127,09-09-2022 14:09,600464,117371,94307
149554,AXLO08347950001291,22-04-2022 10:32,RTGS,241717,29-07-2022 10:32,234700,982485,306444
978380,LWBN25454178420944,20-04-2022 09:33,IMPS,445895,08-07-2022 09:33,778262,305787,193336
98615,CWAR90050109831791,13-04-2022 05:28,NEFT,524233,16-05-2022 05:28,884433,490148,476396
246614,KNCF56208446861720,01-06-2022 19:03,IMPS,878549,11-06-2022 19:03,786469,875062,698309
852375,BJNJ24414383459199,26-05-2022 07:06,Other,852155,03-08-2022 07:06,616799,716031,2584
212981,NTGK53869142523304,03-06-2022 18:56,IMPS,172126,26-07-2022 18:56,974152,195787,985566
80031,YAGE50457029098696,08-04-2022 03:39,NEFT,994669,18-05-2022 03:39,635271,550368,667043
328619,KKHF17717672186110,06-06-2022 16:53,RTGS,791510,14-06-2022 16:53,922279,496052,903996
63492,RHAJ07822789304050,21-05-2022 16:58,Other,708523,22-08-2022 16:58,890253,198950,607084
295946,FPHW69340616589522,10-04-2022 10:03,IMPS,366735,05-06-2022 10:03,369770,181136,458009
877517,WEGM15424785114171,22-05-2022 19:44,IMPS,807487,14-08-2022 19:44,13460,857563,490901
118283,EGMP57658409728121,22-05-2022 14:00,IMPS,354811,20-07-2022 14:00,442655,677140,741349
11875,NNHI19922027854983,15-04-2022 23:28,Cheque,114352,16-04-2022 23:28,317722,828814,73608
58538,PVZU38541199967981,06-04-2022 21:15,NEFT,685335,22-05-2022 21:15,531758,972159,254728
497375,UNUG04423927210588,07-06-2022 07:58,IMPS,610821,04-07-2022 07:58,209623,399906,535869
837451,WNZQ83768130141978,23-05-2022 12:31,IMPS,566537,20-07-2022 12:31,559436,676022,967262
670945,FPHW69340616589522,01-06-2022 05:16,Cheque,839353,10-08-2022 05:16,705303,337568,732233
214284,KWUH54107662587895,20-05-2022 09:15,NEFT,802419,30-05-2022 09:15,923075,145154,596540
820579,LKME52446823414249,03-05-2022 00:11,NEFT,349689,03-08-2022 00:11,532461,531665,342595
585917,UJMZ30524989855680,09-04-2022 18:26,Other,188183,17-05-2022 18:26,905677,237050,148301
970039,SUBW67800333485910,12-04-2022 06:13,Cheque,665697,16-05-2022 06:13,590998,209910,852245
713728,ZQTY99164175500700,22-05-2022 06:52,NEFT,85861,17-07-2022 06:52,56077,16739,978312
934567,DRAY58552403891865,12-06-2022 22:41,IMPS,783976,14-08-2022 22:41,836854,735407,117439
927633,AZQO99043332578009,15-04-2022 05:38,RTGS,424860,17-06-2022 05:38,74053,942374,615637
114089,ZGOJ14662755061253,12-04-2022 09:30,NEFT,186551,31-05-2022 09:30,764526,30052,593445
405908,TXLN92328873446601,10-05-2022 14:33,NEFT,505287,29-05-2022 14:33,574594,559408,722634
30539,PDRZ07348169798384,20-06-2022 02:10,NEFT,465292,09-07-2022 02:10,747834,305461,93816
379530,REMF81784854782937,15-05-2022 19:15,RTGS,822118,23-07-2022 19:15,822651,731421,593980
849839,ZFGL40158697404440,02-05-2022 06:36,IMPS,336760,05-06-2022 06:36,562156,709814,118936
973221,FEUF46210535587051,26-05-2022 10:20,IMPS,970098,14-06-2022 10:20,471738,228477,110030
946470,ERSG54184514896858,15-06-2022 09:30,RTGS,361886,23-09-2022 09:30,559227,419289,525908
919431,RTHT65606841237967,06-06-2022 19:18,RTGS,387949,29-07-2022 19:18,154641,611117,833215
302432,VHIV28908062038676,01-06-2022 02:29,IMPS,962036,05-06-2022 02:29,310697,626456,55290
815848,JHXS90895465514986,13-05-2022 19:31,IMPS,395165,04-07-2022 19:31,804264,990439,648763
393123,JDWN60801859602513,04-05-2022 08:03,IMPS,621015,07-08-2022 08:03,865285,722369,364161
689827,ZGXA69553949220673,21-04-2022 04:44,NEFT,914742,11-06-2022 04:44,799251,721668,74634
133877,VWMR81257040716361,10-04-2022 02:52,IMPS,985011,12-06-2022 02:52,13741,664563,985032
469801,DRAA51766873758049,05-04-2022 20:54,NEFT,970179,03-07-2022 20:54,223896,528834,703159
244710,YRSW99031647984097,02-06-2022 03:03,Other,72197,09-06-2022 03:03,320128,256743,214788
775557,IJWK63479583670450,19-04-2022 19:15,Other,895687,16-06-2022 19:15,682874,469519,166645
